name,remoteURL
ggerganov/kbd-audio,https://github.com/ggerganov/kbd-audio
godotengine/godot,https://github.com/godotengine/godot
goldendict/goldendict,https://github.com/goldendict/goldendict
google/angle,https://github.com/google/angle
google/bloaty,https://github.com/google/bloaty
google/draco,https://github.com/google/draco
google/flatbuffers,https://github.com/google/flatbuffers
google/fully-homomorphic-encryption,https://github.com/google/fully-homomorphic-encryption
google/glog,https://github.com/google/glog
google/googletest,https://github.com/google/googletest
google/guetzli,https://github.com/google/guetzli
google/leveldb,https://github.com/google/leveldb
google/libphonenumber,https://github.com/google/libphonenumber
google/lmctfy,https://github.com/google/lmctfy
google/lyra,https://github.com/google/lyra
google/oboe,https://github.com/google/oboe
google/or-tools,https://github.com/google/or-tools
google/orbit,https://github.com/google/orbit
google/robotstxt,https://github.com/google/robotstxt
google/tcmalloc,https://github.com/google/tcmalloc
google/tink,https://github.com/google/tink
google/zopfli,https://github.com/google/zopfli
grpc/grpc,https://github.com/grpc/grpc
gzc/CLRS,https://github.com/gzc/CLRS
halide/Halide,https://github.com/halide/Halide
haoel/leetcode,https://github.com/haoel/leetcode
harfbuzz/harfbuzz,https://github.com/harfbuzz/harfbuzz
heavyai/heavydb,https://github.com/heavyai/heavydb
hluk/CopyQ,https://github.com/hluk/CopyQ
hoffstadt/DearPyGui,https://github.com/hoffstadt/DearPyGui
homenc/HElib,https://github.com/homenc/HElib
hrydgard/ppsspp,https://github.com/hrydgard/ppsspp
huaxz1986/cplusplus-_Implementation_Of_Introduction_to_Algorithms,https://github.com/huaxz1986/cplusplus-_Implementation_Of_Introduction_to_Algorithms
huihut/interview,https://github.com/huihut/interview
hyprwm/Hyprland,https://github.com/hyprwm/Hyprland
hzeller/rpi-rgb-led-matrix,https://github.com/hzeller/rpi-rgb-led-matrix
ideawu/ssdb,https://github.com/ideawu/ssdb
include-what-you-use/include-what-you-use,https://github.com/include-what-you-use/include-what-you-use
intel/hyperscan,https://github.com/intel/hyperscan
interpretml/interpret,https://github.com/interpretml/interpret
iovisor/bpftrace,https://github.com/iovisor/bpftrace
jbeder/yaml-cpp,https://github.com/jbeder/yaml-cpp
jmoon018/PacVim,https://github.com/jmoon018/PacVim
jmpews/Dobby,https://github.com/jmpews/Dobby
johang/btfs,https://github.com/johang/btfs
jrowberg/i2cdevlib,https://github.com/jrowberg/i2cdevlib
juce-framework/JUCE,https://github.com/juce-framework/JUCE
justadudewhohacks/opencv4nodejs,https://github.com/justadudewhohacks/opencv4nodejs
kamyu104/LeetCode-Solutions,https://github.com/kamyu104/LeetCode-Solutions
